1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
,,,,,,"tensor([0.4806, 0.0698, 0.0728, 0.2407, 0.0677, 0.0684])",,,,,,,,,,,,
,,,,,,"tensor([0.4810, 0.0699, 0.0728, 0.2402, 0.0677, 0.0685])",,,,,,,,,,,,
,,,,,,,"tensor([0.4670, 0.0674, 0.0705, 0.2636, 0.0654, 0.0662])",,,,,,,,,,,
,,,,,,,"tensor([0.4667, 0.0674, 0.0705, 0.2639, 0.0653, 0.0661])",,,,,,,,,,,
,,,,,,,"tensor([0.4569, 0.0660, 0.0690, 0.2795, 0.0639, 0.0647])",,,,,,,,,,,
,,,,,,,"tensor([0.4718, 0.0682, 0.0712, 0.2559, 0.0660, 0.0669])",,,,,,,,,,,
,,,,,,,"tensor([0.4670, 0.0674, 0.0705, 0.2636, 0.0654, 0.0662])",,,,,,,,,,,
,,,,,,,"tensor([0.4715, 0.0681, 0.0712, 0.2564, 0.0660, 0.0668])",,,,,,,,,,,
,,,,,,,"tensor([0.4628, 0.0668, 0.0699, 0.2701, 0.0648, 0.0656])",,,,,,,,,,,
,,,,,,,"tensor([0.4662, 0.0673, 0.0704, 0.2647, 0.0653, 0.0661])",,,,,,,,,,,
,,,,,,,"tensor([0.4690, 0.0677, 0.0708, 0.2604, 0.0656, 0.0665])",,,,,,,,,,,
,,,,,,,"tensor([0.4800, 0.0693, 0.0725, 0.2431, 0.0672, 0.0680])",,,,,,,,,,,
,,,,,,,"tensor([0.4660, 0.0673, 0.0703, 0.2652, 0.0652, 0.0660])",,,,,,,,,,,
,,,,,,,"tensor([0.4644, 0.0671, 0.0701, 0.2676, 0.0650, 0.0658])",,,,,,,,,,,
,,,,,,,"tensor([0.4657, 0.0673, 0.0703, 0.2656, 0.0652, 0.0660])",,,,,,,,,,,
,,,,,,,"tensor([0.4691, 0.0678, 0.0708, 0.2601, 0.0657, 0.0665])",,,,,,,,,,,
,,,,,,,"tensor([0.4610, 0.0666, 0.0696, 0.2730, 0.0645, 0.0653])",,,,,,,,,,,
,,,,,,,"tensor([0.4657, 0.0673, 0.0703, 0.2656, 0.0652, 0.0660])",,,,,,,,,,,
,,,,,,,"tensor([0.4597, 0.0664, 0.0694, 0.2750, 0.0643, 0.0651])",,,,,,,,,,,
,,,,,,,"tensor([0.4562, 0.0659, 0.0689, 0.2806, 0.0638, 0.0646])",,,,,,,,,,,
,,,,,,,"tensor([0.4629, 0.0669, 0.0699, 0.2700, 0.0648, 0.0656])",,,,,,,,,,,
,,,,,,,"tensor([0.4602, 0.0665, 0.0695, 0.2743, 0.0644, 0.0652])",,,,,,,,,,,
,,,,,,,"tensor([0.4628, 0.0668, 0.0699, 0.2701, 0.0648, 0.0656])",,,,,,,,,,,
,,,,,,,"tensor([0.4536, 0.0655, 0.0685, 0.2846, 0.0635, 0.0643])",,,,,,,,,,,
,,,,,,,"tensor([0.4633, 0.0669, 0.0700, 0.2693, 0.0648, 0.0656])",,,,,,,,,,,
,,,,,,,"tensor([0.4637, 0.0670, 0.0700, 0.2687, 0.0649, 0.0657])",,,,,,,,,,,
,,,,,,,"tensor([0.4631, 0.0669, 0.0699, 0.2696, 0.0648, 0.0656])",,,,,,,,,,,
,,,,,,,"tensor([0.4772, 0.0689, 0.0720, 0.2475, 0.0668, 0.0676])",,,,,,,,,,,
,,,,,,,"tensor([0.4757, 0.0687, 0.0718, 0.2498, 0.0666, 0.0674])",,,,,,,,,,,
,,,,,,,"tensor([0.4762, 0.0688, 0.0719, 0.2490, 0.0666, 0.0675])",,,,,,,,,,,
,,,,,,,"tensor([0.4654, 0.0672, 0.0703, 0.2660, 0.0651, 0.0659])",,,,,,,,,,,
,,,,,,,"tensor([0.4812, 0.0695, 0.0726, 0.2412, 0.0673, 0.0682])",,,,,,,,,,,
,,,,,,,"tensor([0.4595, 0.0664, 0.0694, 0.2754, 0.0643, 0.0651])",,,,,,,,,,,
,,,,,,,"tensor([0.4796, 0.0693, 0.0724, 0.2437, 0.0671, 0.0679])",,,,,,,,,,,
,,,,,,,"tensor([0.4772, 0.0689, 0.0720, 0.2474, 0.0668, 0.0676])",,,,,,,,,,,
,,,,,,,"tensor([0.4740, 0.0685, 0.0716, 0.2525, 0.0663, 0.0672])",,,,,,,,,,,
,,,,,,,"tensor([0.4655, 0.0672, 0.0703, 0.2659, 0.0651, 0.0659])",,,,,,,,,,,
,,,,,,,"tensor([0.4683, 0.0676, 0.0707, 0.2615, 0.0655, 0.0663])",,,,,,,,,,,
,,,,,,,"tensor([0.4648, 0.0671, 0.0702, 0.2670, 0.0650, 0.0659])",,,,,,,,,,,
,,,,,,,"tensor([0.4704, 0.0679, 0.0710, 0.2582, 0.0658, 0.0666])",,,,,,,,,,,
,,,,,,,"tensor([0.4640, 0.0670, 0.0701, 0.2683, 0.0649, 0.0657])",,,,,,,,,,,
,,,,,,,"tensor([0.4758, 0.0687, 0.0718, 0.2496, 0.0666, 0.0674])",,,,,,,,,,,
,,,,,,,"tensor([0.4724, 0.0682, 0.0713, 0.2550, 0.0661, 0.0669])",,,,,,,,,,,
,,,,,,,"tensor([0.4846, 0.0700, 0.0732, 0.2358, 0.0678, 0.0687])",,,,,,,,,,,
,,,,,,,"tensor([0.4754, 0.0687, 0.0718, 0.2502, 0.0665, 0.0674])",,,,,,,,,,,
,,,,,,,"tensor([0.4708, 0.0680, 0.0711, 0.2575, 0.0659, 0.0667])",,,,,,,,,,,
,,,,,,,"tensor([0.4597, 0.0664, 0.0694, 0.2750, 0.0643, 0.0651])",,,,,,,,,,,
,,,,,,,"tensor([0.4831, 0.0698, 0.0729, 0.2382, 0.0676, 0.0684])",,,,,,,,,,,
,,,,,,,"tensor([0.4673, 0.0675, 0.0706, 0.2630, 0.0654, 0.0662])",,,,,,,,,,,
,,,,,,,"tensor([0.4666, 0.0674, 0.0704, 0.2641, 0.0653, 0.0661])",,,,,,,,,,,
,,,,,,,"tensor([0.4479, 0.0647, 0.0676, 0.2937, 0.0627, 0.0635])",,,,,,,,,,,
,,,,,,,"tensor([0.4672, 0.0675, 0.0705, 0.2633, 0.0654, 0.0662])",,,,,,,,,,,
,,,,,,,"tensor([0.4691, 0.0677, 0.0708, 0.2603, 0.0656, 0.0665])",,,,,,,,,,,
,,,,,,,"tensor([0.4679, 0.0676, 0.0706, 0.2621, 0.0655, 0.0663])",,,,,,,,,,,
,,,,,,,"tensor([0.4565, 0.0659, 0.0689, 0.2801, 0.0639, 0.0647])",,,,,,,,,,,
,,,,,,,"tensor([0.4667, 0.0674, 0.0705, 0.2640, 0.0653, 0.0661])",,,,,,,,,,,
,,,,,,,"tensor([0.4510, 0.0651, 0.0681, 0.2887, 0.0631, 0.0639])",,,,,,,,,,,
,,,,,,,"tensor([0.4681, 0.0676, 0.0707, 0.2617, 0.0655, 0.0663])",,,,,,,,,,,
,,,,,,,"tensor([0.4743, 0.0685, 0.0716, 0.2520, 0.0664, 0.0672])",,,,,,,,,,,
,,,,,,,"tensor([0.4678, 0.0676, 0.0706, 0.2622, 0.0655, 0.0663])",,,,,,,,,,,
,,,,,,,"tensor([0.4773, 0.0689, 0.0721, 0.2473, 0.0668, 0.0676])",,,,,,,,,,,
,,,,,,,"tensor([0.4665, 0.0674, 0.0704, 0.2643, 0.0653, 0.0661])",,,,,,,,,,,
,,,,,,,"tensor([0.4676, 0.0675, 0.0706, 0.2626, 0.0654, 0.0663])",,,,,,,,,,,
,,,,,,,"tensor([0.4723, 0.0682, 0.0713, 0.2552, 0.0661, 0.0669])",,,,,,,,,,,
,,,,,,,"tensor([0.4750, 0.0686, 0.0717, 0.2509, 0.0665, 0.0673])",,,,,,,,,,,
,,,,,,,"tensor([0.4487, 0.0648, 0.0677, 0.2923, 0.0628, 0.0636])",,,,,,,,,,,
,,,,,,,"tensor([0.4665, 0.0674, 0.0704, 0.2643, 0.0653, 0.0661])",,,,,,,,,,,
,,,,,,,"tensor([0.4809, 0.0695, 0.0726, 0.2415, 0.0673, 0.0681])",,,,,,,,,,,
,,,,,,,"tensor([0.4734, 0.0684, 0.0715, 0.2534, 0.0663, 0.0671])",,,,,,,,,,,
,,,,,,,"tensor([0.4612, 0.0666, 0.0696, 0.2727, 0.0645, 0.0653])",,,,,,,,,,,
,,,,,,,"tensor([0.4723, 0.0682, 0.0713, 0.2551, 0.0661, 0.0669])",,,,,,,,,,,
,,,,,,,"tensor([0.4620, 0.0667, 0.0698, 0.2714, 0.0647, 0.0655])",,,,,,,,,,,
,,,,,,,"tensor([0.4723, 0.0682, 0.0713, 0.2551, 0.0661, 0.0669])",,,,,,,,,,,
,,,,,,,"tensor([0.4791, 0.0692, 0.0723, 0.2445, 0.0671, 0.0679])",,,,,,,,,,,
,,,,,,,"tensor([0.4703, 0.0679, 0.0710, 0.2583, 0.0658, 0.0666])",,,,,,,,,,,
,,,,,,,"tensor([0.4705, 0.0680, 0.0710, 0.2579, 0.0659, 0.0667])",,,,,,,,,,,
,,,,,,,"tensor([0.4559, 0.0659, 0.0688, 0.2810, 0.0638, 0.0646])",,,,,,,,,,,
,,,,,,,"tensor([0.4536, 0.0655, 0.0685, 0.2846, 0.0635, 0.0643])",,,,,,,,,,,
,,,,,,,"tensor([0.4688, 0.0677, 0.0708, 0.2606, 0.0656, 0.0664])",,,,,,,,,,,
,,,,,,,"tensor([0.4660, 0.0673, 0.0704, 0.2651, 0.0652, 0.0660])",,,,,,,,,,,
,,,,,,,"tensor([0.4494, 0.0649, 0.0679, 0.2912, 0.0629, 0.0637])",,,,,,,,,,,
,,,,,,,"tensor([0.4419, 0.0638, 0.0667, 0.3031, 0.0618, 0.0626])",,,,,,,,,,,
,,,,,,,"tensor([0.4631, 0.0669, 0.0699, 0.2696, 0.0648, 0.0656])",,,,,,,,,,,
,,,,,,,"tensor([0.4717, 0.0681, 0.0712, 0.2561, 0.0660, 0.0668])",,,,,,,,,,,
,,,,,,,"tensor([0.4813, 0.0695, 0.0727, 0.2409, 0.0674, 0.0682])",,,,,,,,,,,
,,,,,,,"tensor([0.4644, 0.0671, 0.0701, 0.2677, 0.0650, 0.0658])",,,,,,,,,,,
,,,,,,,"tensor([0.4737, 0.0684, 0.0715, 0.2530, 0.0663, 0.0671])",,,,,,,,,,,
,,,,,,,"tensor([0.4713, 0.0681, 0.0711, 0.2568, 0.0660, 0.0668])",,,,,,,,,,,
,,,,,,,"tensor([0.4666, 0.0674, 0.0705, 0.2641, 0.0653, 0.0661])",,,,,,,,,,,
,,,,,,,"tensor([0.4552, 0.0657, 0.0687, 0.2821, 0.0637, 0.0645])",,,,,,,,,,,
,,,,,,,"tensor([0.4626, 0.0668, 0.0698, 0.2705, 0.0647, 0.0655])",,,,,,,,,,,
,,,,,,,"tensor([0.4688, 0.0677, 0.0708, 0.2606, 0.0656, 0.0664])",,,,,,,,,,,
,,,,,,,"tensor([0.4883, 0.0705, 0.0737, 0.2300, 0.0683, 0.0692])",,,,,,,,,,,
,,,,,,,"tensor([0.4600, 0.0664, 0.0694, 0.2746, 0.0644, 0.0652])",,,,,,,,,,,
,,,,,,,"tensor([0.4486, 0.0648, 0.0677, 0.2925, 0.0628, 0.0636])",,,,,,,,,,,
,,,,,,,"tensor([0.4750, 0.0686, 0.0717, 0.2510, 0.0665, 0.0673])",,,,,,,,,,,
,,,,,,,"tensor([0.4651, 0.0672, 0.0702, 0.2665, 0.0651, 0.0659])",,,,,,,,,,,
,,,,,,,"tensor([0.4657, 0.0673, 0.0703, 0.2656, 0.0652, 0.0660])",,,,,,,,,,,
,,,,,,,"tensor([0.4845, 0.0700, 0.0731, 0.2360, 0.0678, 0.0686])",,,,,,,,,,,
,,,,,,,"tensor([0.4662, 0.0673, 0.0704, 0.2648, 0.0652, 0.0660])",,,,,,,,,,,
,,,,,,,"tensor([0.4767, 0.0689, 0.0720, 0.2482, 0.0667, 0.0675])",,,,,,,,,,,
,,,,,,,"tensor([0.4763, 0.0688, 0.0719, 0.2489, 0.0667, 0.0675])",,,,,,,,,,,
,,,,,,,,"tensor([0.4713, 0.0684, 0.0713, 0.2554, 0.0664, 0.0671])",,,,,,,,,,
,,,,,,,,"tensor([0.4817, 0.0699, 0.0729, 0.2391, 0.0678, 0.0686])",,,,,,,,,,
,,,,,,,,"tensor([0.4647, 0.0674, 0.0703, 0.2659, 0.0654, 0.0662])",,,,,,,,,,
,,,,,,,,"tensor([0.4589, 0.0666, 0.0694, 0.2751, 0.0646, 0.0654])",,,,,,,,,,
,,,,,,,,"tensor([0.4639, 0.0673, 0.0702, 0.2672, 0.0653, 0.0661])",,,,,,,,,,
,,,,,,,,"tensor([0.4799, 0.0697, 0.0726, 0.2418, 0.0676, 0.0684])",,,,,,,,,,
,,,,,,,,"tensor([0.4647, 0.0674, 0.0703, 0.2660, 0.0654, 0.0662])",,,,,,,,,,
,,,,,,,,"tensor([0.4747, 0.0689, 0.0718, 0.2502, 0.0668, 0.0676])",,,,,,,,,,
,,,,,,,,"tensor([0.4612, 0.0669, 0.0698, 0.2715, 0.0650, 0.0657])",,,,,,,,,,
,,,,,,,,"tensor([0.4935, 0.0716, 0.0747, 0.2203, 0.0695, 0.0703])",,,,,,,,,,
,,,,,,,,"tensor([0.4730, 0.0687, 0.0716, 0.2527, 0.0666, 0.0674])",,,,,,,,,,
,,,,,,,,"tensor([0.4917, 0.0714, 0.0744, 0.2232, 0.0693, 0.0700])",,,,,,,,,,
,,,,,,,,"tensor([0.4861, 0.0705, 0.0735, 0.2322, 0.0685, 0.0692])",,,,,,,,,,
,,,,,,,,"tensor([0.4736, 0.0687, 0.0717, 0.2518, 0.0667, 0.0675])",,,,,,,,,,
,,,,,,,,"tensor([0.4810, 0.0698, 0.0728, 0.2402, 0.0677, 0.0685])",,,,,,,,,,
,,,,,,,,"tensor([0.4636, 0.0673, 0.0701, 0.2677, 0.0653, 0.0660])",,,,,,,,,,
,,,,,,,,"tensor([0.4693, 0.0681, 0.0710, 0.2587, 0.0661, 0.0669])",,,,,,,,,,
,,,,,,,,"tensor([0.4649, 0.0675, 0.0703, 0.2655, 0.0655, 0.0662])",,,,,,,,,,
,,,,,,,,"tensor([0.4755, 0.0690, 0.0720, 0.2488, 0.0670, 0.0677])",,,,,,,,,,
,,,,,,,,"tensor([0.4780, 0.0694, 0.0723, 0.2449, 0.0673, 0.0681])",,,,,,,,,,
,,,,,,,,"tensor([0.4946, 0.0718, 0.0748, 0.2186, 0.0697, 0.0705])",,,,,,,,,,
,,,,,,,,"tensor([0.4706, 0.0683, 0.0712, 0.2565, 0.0663, 0.0670])",,,,,,,,,,
,,,,,,,,"tensor([0.4847, 0.0704, 0.0733, 0.2343, 0.0683, 0.0691])",,,,,,,,,,
,,,,,,,,"tensor([0.4775, 0.0693, 0.0722, 0.2457, 0.0672, 0.0680])",,,,,,,,,,
,,,,,,,,"tensor([0.4980, 0.0723, 0.0754, 0.2133, 0.0701, 0.0709])",,,,,,,,,,
,,,,,,,,"tensor([0.4624, 0.0671, 0.0700, 0.2695, 0.0651, 0.0659])",,,,,,,,,,
,,,,,,,,"tensor([0.4776, 0.0693, 0.0723, 0.2455, 0.0673, 0.0680])",,,,,,,,,,
,,,,,,,,"tensor([0.4658, 0.0676, 0.0705, 0.2641, 0.0656, 0.0664])",,,,,,,,,,
,,,,,,,,"tensor([0.4894, 0.0710, 0.0740, 0.2269, 0.0689, 0.0697])",,,,,,,,,,
,,,,,,,,"tensor([0.4754, 0.0690, 0.0719, 0.2490, 0.0670, 0.0677])",,,,,,,,,,
,,,,,,,,"tensor([0.4675, 0.0679, 0.0707, 0.2614, 0.0658, 0.0666])",,,,,,,,,,
,,,,,,,,"tensor([0.4855, 0.0705, 0.0735, 0.2331, 0.0684, 0.0692])",,,,,,,,,,
,,,,,,,,"tensor([0.4896, 0.0711, 0.0741, 0.2265, 0.0690, 0.0698])",,,,,,,,,,
,,,,,,,,"tensor([0.4818, 0.0699, 0.0729, 0.2388, 0.0679, 0.0686])",,,,,,,,,,
,,,,,,,,"tensor([0.4800, 0.0697, 0.0726, 0.2417, 0.0676, 0.0684])",,,,,,,,,,
,,,,,,,,"tensor([0.4775, 0.0693, 0.0722, 0.2457, 0.0672, 0.0680])",,,,,,,,,,
,,,,,,,,"tensor([0.4891, 0.0710, 0.0740, 0.2274, 0.0689, 0.0697])",,,,,,,,,,
,,,,,,,,"tensor([0.4861, 0.0706, 0.0735, 0.2321, 0.0685, 0.0692])",,,,,,,,,,
,,,,,,,,"tensor([0.4876, 0.0708, 0.0738, 0.2296, 0.0687, 0.0695])",,,,,,,,,,
,,,,,,,,"tensor([0.4603, 0.0668, 0.0696, 0.2729, 0.0648, 0.0656])",,,,,,,,,,
,,,,,,,,"tensor([0.4744, 0.0689, 0.0718, 0.2506, 0.0668, 0.0676])",,,,,,,,,,
,,,,,,,,"tensor([0.4666, 0.0677, 0.0706, 0.2629, 0.0657, 0.0665])",,,,,,,,,,
,,,,,,,,"tensor([0.4741, 0.0688, 0.0717, 0.2511, 0.0668, 0.0675])",,,,,,,,,,
,,,,,,,,"tensor([0.4867, 0.0706, 0.0736, 0.2312, 0.0685, 0.0693])",,,,,,,,,,
,,,,,,,,"tensor([0.4799, 0.0697, 0.0726, 0.2418, 0.0676, 0.0684])",,,,,,,,,,
,,,,,,,,"tensor([0.4728, 0.0686, 0.0715, 0.2531, 0.0666, 0.0674])",,,,,,,,,,
,,,,,,,,"tensor([0.4746, 0.0689, 0.0718, 0.2503, 0.0668, 0.0676])",,,,,,,,,,
,,,,,,,,"tensor([0.4755, 0.0690, 0.0719, 0.2489, 0.0670, 0.0677])",,,,,,,,,,
,,,,,,,,"tensor([0.4676, 0.0679, 0.0708, 0.2613, 0.0659, 0.0666])",,,,,,,,,,
,,,,,,,,"tensor([0.4748, 0.0689, 0.0718, 0.2500, 0.0669, 0.0676])",,,,,,,,,,
,,,,,,,,"tensor([0.4681, 0.0679, 0.0708, 0.2606, 0.0659, 0.0667])",,,,,,,,,,
,,,,,,,,"tensor([0.4843, 0.0703, 0.0733, 0.2350, 0.0682, 0.0690])",,,,,,,,,,
,,,,,,,,"tensor([0.4748, 0.0689, 0.0718, 0.2499, 0.0669, 0.0676])",,,,,,,,,,
,,,,,,,,"tensor([0.4793, 0.0696, 0.0725, 0.2429, 0.0675, 0.0683])",,,,,,,,,,
,,,,,,,,"tensor([0.4649, 0.0675, 0.0703, 0.2656, 0.0655, 0.0662])",,,,,,,,,,
,,,,,,,,"tensor([0.4950, 0.0719, 0.0749, 0.2179, 0.0697, 0.0705])",,,,,,,,,,
,,,,,,,,"tensor([0.4731, 0.0687, 0.0716, 0.2526, 0.0666, 0.0674])",,,,,,,,,,
,,,,,,,,"tensor([0.4734, 0.0687, 0.0716, 0.2522, 0.0667, 0.0674])",,,,,,,,,,
,,,,,,,,"tensor([0.4962, 0.0720, 0.0751, 0.2162, 0.0699, 0.0707])",,,,,,,,,,
,,,,,,,,"tensor([0.4688, 0.0680, 0.0709, 0.2594, 0.0660, 0.0668])",,,,,,,,,,
,,,,,,,,"tensor([0.4952, 0.0719, 0.0749, 0.2177, 0.0697, 0.0705])",,,,,,,,,,
,,,,,,,,"tensor([0.4937, 0.0717, 0.0747, 0.2200, 0.0695, 0.0703])",,,,,,,,,,
,,,,,,,,"tensor([0.4795, 0.0696, 0.0726, 0.2425, 0.0675, 0.0683])",,,,,,,,,,
,,,,,,,,"tensor([0.4668, 0.0678, 0.0706, 0.2626, 0.0657, 0.0665])",,,,,,,,,,
,,,,,,,,"tensor([0.4631, 0.0672, 0.0701, 0.2685, 0.0652, 0.0660])",,,,,,,,,,
,,,,,,,,"tensor([0.4728, 0.0686, 0.0715, 0.2531, 0.0666, 0.0674])",,,,,,,,,,
,,,,,,,,"tensor([0.4795, 0.0696, 0.0725, 0.2426, 0.0675, 0.0683])",,,,,,,,,,
,,,,,,,,"tensor([0.4749, 0.0689, 0.0719, 0.2497, 0.0669, 0.0677])",,,,,,,,,,
,,,,,,,,"tensor([0.4868, 0.0707, 0.0737, 0.2310, 0.0686, 0.0693])",,,,,,,,,,
,,,,,,,,"tensor([0.4741, 0.0688, 0.0717, 0.2510, 0.0668, 0.0675])",,,,,,,,,,
,,,,,,,,"tensor([0.4677, 0.0679, 0.0708, 0.2611, 0.0659, 0.0666])",,,,,,,,,,
,,,,,,,,"tensor([0.4777, 0.0693, 0.0723, 0.2453, 0.0673, 0.0681])",,,,,,,,,,
,,,,,,,,"tensor([0.4799, 0.0697, 0.0726, 0.2419, 0.0676, 0.0684])",,,,,,,,,,
,,,,,,,,"tensor([0.4706, 0.0683, 0.0712, 0.2565, 0.0663, 0.0670])",,,,,,,,,,
,,,,,,,,"tensor([0.4755, 0.0690, 0.0720, 0.2488, 0.0670, 0.0677])",,,,,,,,,,
,,,,,,,,"tensor([0.4726, 0.0686, 0.0715, 0.2534, 0.0666, 0.0673])",,,,,,,,,,
,,,,,,,,"tensor([0.4802, 0.0697, 0.0727, 0.2414, 0.0676, 0.0684])",,,,,,,,,,
,,,,,,,,"tensor([0.4919, 0.0714, 0.0744, 0.2230, 0.0693, 0.0701])",,,,,,,,,,
,,,,,,,,"tensor([0.4839, 0.0702, 0.0732, 0.2355, 0.0682, 0.0689])",,,,,,,,,,
,,,,,,,,"tensor([0.4592, 0.0667, 0.0695, 0.2745, 0.0647, 0.0654])",,,,,,,,,,
,,,,,,,,"tensor([0.4701, 0.0682, 0.0711, 0.2573, 0.0662, 0.0670])",,,,,,,,,,
,,,,,,,,"tensor([0.4825, 0.0700, 0.0730, 0.2377, 0.0680, 0.0687])",,,,,,,,,,
,,,,,,,,"tensor([0.4965, 0.0721, 0.0751, 0.2157, 0.0699, 0.0707])",,,,,,,,,,
,,,,,,,,"tensor([0.4726, 0.0686, 0.0715, 0.2534, 0.0666, 0.0673])",,,,,,,,,,
,,,,,,,,"tensor([0.4878, 0.0708, 0.0738, 0.2295, 0.0687, 0.0695])",,,,,,,,,,
,,,,,,,,"tensor([0.4792, 0.0695, 0.0725, 0.2431, 0.0675, 0.0683])",,,,,,,,,,
,,,,,,,,"tensor([0.4794, 0.0696, 0.0725, 0.2426, 0.0675, 0.0683])",,,,,,,,,,
,,,,,,,,"tensor([0.4670, 0.0678, 0.0707, 0.2622, 0.0658, 0.0665])",,,,,,,,,,
,,,,,,,,"tensor([0.4731, 0.0687, 0.0716, 0.2526, 0.0666, 0.0674])",,,,,,,,,,
,,,,,,,,"tensor([0.4791, 0.0695, 0.0725, 0.2431, 0.0675, 0.0683])",,,,,,,,,,
,,,,,,,,"tensor([0.4979, 0.0723, 0.0753, 0.2135, 0.0701, 0.0709])",,,,,,,,,,
,,,,,,,,"tensor([0.4712, 0.0684, 0.0713, 0.2556, 0.0664, 0.0671])",,,,,,,,,,
,,,,,,,,"tensor([0.4609, 0.0669, 0.0697, 0.2719, 0.0649, 0.0657])",,,,,,,,,,
,,,,,,,,"tensor([0.4882, 0.0709, 0.0739, 0.2288, 0.0688, 0.0695])",,,,,,,,,,
,,,,,,,,"tensor([0.4748, 0.0689, 0.0718, 0.2500, 0.0669, 0.0676])",,,,,,,,,,
,,,,,,,,"tensor([0.4769, 0.0692, 0.0722, 0.2466, 0.0672, 0.0679])",,,,,,,,,,
,,,,,,,,"tensor([0.4933, 0.0716, 0.0746, 0.2207, 0.0695, 0.0703])",,,,,,,,,,
,,,,,,,,"tensor([0.4751, 0.0690, 0.0719, 0.2495, 0.0669, 0.0677])",,,,,,,,,,
,,,,,,,,"tensor([0.4851, 0.0704, 0.0734, 0.2337, 0.0683, 0.0691])",,,,,,,,,,
,,,,,,,,"tensor([0.4862, 0.0706, 0.0736, 0.2319, 0.0685, 0.0693])",,,,,,,,,,
,,,,,,,,,"tensor([0.4623, 0.0667, 0.0699, 0.2714, 0.0644, 0.0653])",,,,,,,,,
,,,,,,,,,"tensor([0.4572, 0.0659, 0.0692, 0.2794, 0.0637, 0.0646])",,,,,,,,,
,,,,,,,,,"tensor([0.4687, 0.0676, 0.0709, 0.2612, 0.0653, 0.0663])",,,,,,,,,
,,,,,,,,,"tensor([0.4605, 0.0664, 0.0697, 0.2742, 0.0642, 0.0651])",,,,,,,,,
,,,,,,,,,"tensor([0.4499, 0.0649, 0.0681, 0.2909, 0.0627, 0.0636])",,,,,,,,,
,,,,,,,,,"tensor([0.4663, 0.0672, 0.0705, 0.2651, 0.0650, 0.0659])",,,,,,,,,
,,,,,,,,,"tensor([0.4447, 0.0641, 0.0673, 0.2991, 0.0619, 0.0629])",,,,,,,,,
,,,,,,,,,"tensor([0.4775, 0.0688, 0.0722, 0.2474, 0.0665, 0.0675])",,,,,,,,,
,,,,,,,,,"tensor([0.4592, 0.0662, 0.0695, 0.2763, 0.0640, 0.0649])",,,,,,,,,
,,,,,,,,,"tensor([0.4554, 0.0657, 0.0689, 0.2823, 0.0634, 0.0644])",,,,,,,,,
,,,,,,,,,"tensor([0.4871, 0.0702, 0.0737, 0.2322, 0.0679, 0.0689])",,,,,,,,,
,,,,,,,,,"tensor([0.4451, 0.0642, 0.0673, 0.2984, 0.0620, 0.0629])",,,,,,,,,
,,,,,,,,,"tensor([0.4604, 0.0664, 0.0697, 0.2744, 0.0641, 0.0651])",,,,,,,,,
,,,,,,,,,"tensor([0.4686, 0.0676, 0.0709, 0.2614, 0.0653, 0.0662])",,,,,,,,,
,,,,,,,,,"tensor([0.4501, 0.0649, 0.0681, 0.2905, 0.0627, 0.0636])",,,,,,,,,
,,,,,,,,,"tensor([0.4625, 0.0667, 0.0700, 0.2711, 0.0644, 0.0654])",,,,,,,,,
,,,,,,,,,"tensor([0.4664, 0.0673, 0.0706, 0.2649, 0.0650, 0.0659])",,,,,,,,,
,,,,,,,,,"tensor([0.4640, 0.0669, 0.0702, 0.2687, 0.0646, 0.0656])",,,,,,,,,
,,,,,,,,,"tensor([0.4463, 0.0644, 0.0675, 0.2965, 0.0622, 0.0631])",,,,,,,,,
,,,,,,,,,"tensor([0.4435, 0.0639, 0.0671, 0.3010, 0.0618, 0.0627])",,,,,,,,,
,,,,,,,,,"tensor([0.4678, 0.0674, 0.0708, 0.2627, 0.0652, 0.0661])",,,,,,,,,
,,,,,,,,,"tensor([0.4561, 0.0658, 0.0690, 0.2811, 0.0635, 0.0645])",,,,,,,,,
,,,,,,,,,"tensor([0.4623, 0.0667, 0.0699, 0.2714, 0.0644, 0.0654])",,,,,,,,,
,,,,,,,,,"tensor([0.4529, 0.0653, 0.0685, 0.2861, 0.0631, 0.0640])",,,,,,,,,
,,,,,,,,,"tensor([0.4597, 0.0663, 0.0696, 0.2755, 0.0640, 0.0650])",,,,,,,,,
,,,,,,,,,"tensor([0.4554, 0.0657, 0.0689, 0.2822, 0.0634, 0.0644])",,,,,,,,,
,,,,,,,,,"tensor([0.4768, 0.0687, 0.0721, 0.2485, 0.0664, 0.0674])",,,,,,,,,
,,,,,,,,,"tensor([0.4534, 0.0654, 0.0686, 0.2854, 0.0632, 0.0641])",,,,,,,,,
,,,,,,,,,"tensor([0.4489, 0.0647, 0.0679, 0.2924, 0.0625, 0.0635])",,,,,,,,,
,,,,,,,,,"tensor([0.4577, 0.0660, 0.0693, 0.2785, 0.0638, 0.0647])",,,,,,,,,
,,,,,,,,,"tensor([0.4720, 0.0681, 0.0714, 0.2561, 0.0658, 0.0667])",,,,,,,,,
,,,,,,,,,"tensor([0.4658, 0.0672, 0.0705, 0.2659, 0.0649, 0.0658])",,,,,,,,,
,,,,,,,,,"tensor([0.4651, 0.0671, 0.0704, 0.2669, 0.0648, 0.0658])",,,,,,,,,
,,,,,,,,,"tensor([0.4663, 0.0672, 0.0705, 0.2651, 0.0650, 0.0659])",,,,,,,,,
